title,url,image
India into T20 World Cup semi-finals with 24-run win over Australia,https://www.asianage.com/sports/cricket/250624/india-into-t20-world-cup-semi-finals-with-24-run-win-over-australia.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-91pqaro5vbaf146nulsmh6v6h6-20240625001619.jpeg
Rohan Bopanna  Matthew Ebden pair clinch maiden Australian Open men's doubles title,https://www.asianage.com/sports/tennis/270124/rohan-bopanna-matthew-ebden-pair-clinch-maiden-australian-open-mens-doubles-title.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-1v6l2prqe4ots3f33lr50fg0r5-20240127223832.jpeg
Bajrang Punia to Return Padma Shri in Protest over WFI Chief Election,https://www.asianage.com/sports/in-other-sports/231223/bajrang-punia-to-return-padma-shri-in-protest-over-wfi-chief-election.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-r05rs57fo5eh0elinvtg0sgqk4-20231223004954.jpeg
10/10: Men in Blue set to rock the world,https://www.asianage.com/sports/cricket/191123/1010-men-in-blue-set-to-rock-the-world.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-ukr2es6u8vgrq54ks57jquumk4-20231119021149.jpeg
King & Cardinal: Kohli Breaks Tendulkar's Record with 50th Ton,https://www.asianage.com/sports/cricket/161123/king-cardinal-kohli-breaks-tendulkars-record-with-50th-ton.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-8tka7lluj6s1hflcrphluco8k5-20231116011021.jpeg
India March into 2023 World Cup Finals,https://www.asianage.com/sports/cricket/161123/india-march-into-2023-world-cup-finals.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-8tka7lluj6s1hflcrphluco8k5-20231116002344.jpeg
Sri Lanka's Angelo Mathews becomes first international cricketer to be timed out,https://www.asianage.com/sports/cricket/071123/sri-lankas-angelo-mathews-becomes-first-international-cricketer-to-be-timed-out.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-rbciqvt3qo7atr60ufqi2oof22-20231107032606.jpeg
Siraj Magic Helps India Lift Asia Cup,https://www.asianage.com/sports/cricket/180923/siraj-magic-helps-india-lift-asia-cup.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-aujpiptqqvuafbgcohur3fogg1-20230918004926.jpeg
World FIDE Chess: Magnus Carlsen Beats Praggnanandhaa,https://www.asianage.com/sports/in-other-sports/250823/world-fide-chess-magnus-carlsen-beats-praggnanandhaa.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-ddktsmpjv812le0tonrj1j1i45-20230825012559.jpeg
World Cup final: Second game between Praggnanandhaa  Carlsen ends in draw,https://www.asianage.com/sports/in-other-sports/240823/world-cup-final-second-game-between-praggnanandhaa-carlsenendsindraw.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-9juufokkvdd5kjkk8vgupmo377-20230824020332.jpeg
Wrestlers call off protest after Sharan asked to step aside as WFI president,https://www.asianage.com/sports/in-other-sports/210123/wrestlers-call-off-protest-after-sharan-asked-to-step-aside-as-wfi-president.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-kosph7v578kadbfj7rli7ne6e2-20230121102835.jpeg
Messi and Argentina beat France on penalties to win World Cup,https://www.asianage.com/sports/football/191222/messi-and-argentina-beat-france-on-penalties-to-win-world-cup.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-dhsivq7sgi8s2of51ihq9omh46-20221219071937.jpeg
Messi says will continue Argentina career after World Cup win,https://www.asianage.com/sports/football/191222/messi-says-will-continue-argentina-career-after-world-cup-win.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-dhsivq7sgi8s2of51ihq9omh46-20221219074422.jpeg
India beat Bangladesh by 188 runs in first Test match,https://www.asianage.com/sports/cricket/181222/india-beat-bangladesh-by-188-runs-in-first-test-match.html , https://s3.ap-southeast-1.amazonaws.com/images.asianage.com/images/aa-Cover-a09eskphijcgvcpop4n5kpufh3-20221218103933.jpeg
Pitches in Pakistan have been tilted in favour of batters which meant there have been too many draws in home conditions for The Men In Green,https://indianexpress.com/article/sports/cricket/pakistan-cricket-board-hires-australian-curator-to-improve-pitches-for-wtc-cycle-9461126/ , https://images.indianexpress.com/2024/07/pakistan-cricket-board.jpg?resize=450,253
New Zealand will play a three-match Test series against England in November-December as part of their World Test Championship cycle (WTC),https://indianexpress.com/article/sports/cricket/snubbed-from-ipl-pakistan-to-play-new-zealand-in-bilateral-series-during-ipl-2025-9460889/ , https://images.indianexpress.com/2024/07/pakistan-vs-nzl.jpg?resize=450,253
India Paris Olympics 2024 Schedule: The Indian contingent is hoping to have its best-ever show at an Olympic Games at Paris 2024  overhauling the record of seven medals it had won at the deferred Tokyo Olympics in 2021.  
,https://indianexpress.com/article/sports/sport-others/india-paris-olympics-2024-schedule-detailed-list-of-dates-and-times-9460696/ , https://images.indianexpress.com/2024/07/PARIS-OLYMPICS-SCHEDULE-CROP.jpg?resize=450,253
While it was unclear whether Lionel Messi was part of the controversial footage  Garro who was appointed in his role as Sports Undersecretary in March this year  demanded an apology from the eight-time Ballon d'Or winner on Wednesday.,https://indianexpress.com/article/sports/football/argentina-fire-julio-garro-lionel-messi-apology-copa-america-racism-chants-9460362/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-18T101829.018.jpg?resize=450,253
Paris 2024: The lavender-hued tracks of  Stade de France  the athletics venue for the Paris Olympics  are being recognised as the fastest track ever at the Games.,https://indianexpress.com/article/sports/sport-others/paris-olympics-explained-why-purple-mondo-track-stade-de-france-records-9460234/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-18T082601.957.jpg?resize=450,253
After toiling for years to improve by a fraction  which paved her way to become the first Indian to qualify for Olympics in 100m hurdles  Yarraji is now aiming to shave off microseconds of her personal best in hunt for a spot in final.,https://indianexpress.com/article/sports/sport-others/paris-olympics-jyothi-yarraji-hurdler-gruelling-grind-9459929/ , https://images.indianexpress.com/2024/07/Jyothi-5.jpg?resize=450,253
The offender avoided prison after agreeing to participate in an anti-discrimination awareness program  the club said.,https://indianexpress.com/article/sports/football/online-racist-prison-sentence-vinicius-rudiger-9459880/ , https://images.indianexpress.com/2024/07/Vini-Rudiger.jpg?resize=450,253
Anand  the country’s first grandmaster  spearheaded a chess revolution in the country that has seen three Indians -- Arjun Erigaisi (World No 4)  D Gukesh (World No 7) and R Praggnanandhaa (World No 8) -- find a spot in the current top 10 ranks.,https://indianexpress.com/article/sports/chess/viswanathan-anand-on-indian-players-world-title-express-adda-9459681/ , https://images.indianexpress.com/2024/07/Adda-Anand.jpg?resize=450,253
"Real Madrid C. F. and Luka Modrić have agreed to extend the contract of our captain  who will be linked to the club until 30 June 2025 " Real said in a statement.,https://indianexpress.com/article/sports/football/luka-modric-real-madrid-contract-extension-named-captain-9459470/ , https://images.indianexpress.com/2024/07/Modric.jpg?resize=450,253
Power-hitter Suryakumar Yadav still retained the 2nd spot in the rankings behind Australia's Travis Head who leads the list.,https://indianexpress.com/article/sports/cricket/icc-rankings-yashasvi-jaiswal-shubman-gill-make-gains-9459308/ , https://images.indianexpress.com/2024/07/Gill-Jaiswal.jpg?resize=450,253
Anne Hidalgo was joined by Paris 2024 chief Tony Estanguet and the top government official for the region  Marc Guillaume along with swimmers from local swimming clubs.,https://indianexpress.com/article/sports/sport-others/paris-mayor-anne-hidalgo-seine-river-paris-olympics-9459162/ , https://images.indianexpress.com/2024/07/Paris-Mayor.jpg?resize=450,253
Paris Olympics 2024: India to send 117 athletes for the Paris Olympics  marginally less than Tokyo Games  but will have 140 support staff in contingent,https://indianexpress.com/article/sports/sport-others/paris-olympics-2024-117-indian-athletes-qualified-official-list-9458857/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-17T162044.649.jpg?resize=450,253
Deputies get to wear the captain's armband occasionally but might not have the aura to automatically command respect,https://indianexpress.com/article/sports/cricket/hardiks-demotion-vice-captaincy-a-fancy-designation-with-no-perks-power-or-immunity-9464688/ , https://images.indianexpress.com/2024/07/Hardik-Pandya-4.jpg?resize=450,253
After all round effort from bowlers  Mandhana and Shafali put on another commanding show at the top to give comprehensive win,https://indianexpress.com/article/sports/cricket/womens-asia-cup-india-stroll-to-a-comfortable-win-against-pakistan-to-kick-off-their-title-defence-9464321/ , https://images.indianexpress.com/2024/07/india-women-cricket.jpg?resize=450,253
As Neeraj Chopra makes a bid to win back the gold medal he won at Tokyo Olympics three years ago  a look at the throwers he will have to beat at Paris 2024.,https://indianexpress.com/article/sports/sport-others/neeraj-chopra-javelin-throw-2024-paris-olympics-biggest-rivals-9464236/ , https://images.indianexpress.com/2024/05/Neeraj-23.jpg?resize=450,253
In a free-wheeling chat with the Indian Express  the India all-rounder opens up about his moniker 'Nadiad ka Jayasuriya ' his different batting position  his bowling speeds in different formats and the Klaasen onslaught in the final.,https://indianexpress.com/article/sports/cricket/axar-patel-interview-t20-world-cup-pakistan-rahul-dravid-batting-ind-vs-sa-final-9464212/ , https://images.indianexpress.com/2024/06/Axar-Patel-2.jpg?resize=450,253
Shami  who snapped 24 wickets from seven matches at last year's ODI World Cup  has been out of cricketing action since the final against Australia - recovering from an Achilles heel injury.,https://indianexpress.com/article/sports/cricket/mohammed-shami-dream-india-2024-t20-world-cup-squad-9464097/ , https://images.indianexpress.com/2023/11/Shami-Rohit.jpg?resize=450,253
The turmoil surrounding the world champions has been in the aftermath of a live video posted by Enzo Fernandez on his Instagram in which the national team players can be heard singing a derogatory song.,https://indianexpress.com/article/sports/football/demba-ba-argentina-nazis-racist-song-copa-america-win-9463881/ , https://images.indianexpress.com/2024/07/Argentina-Copa-America-2024-win.jpg?resize=450,253
India's No 1 paddler found quality sparring with varying playing styles during her 12-day dawn-to-dusk training stint in  Chinese Taipei.,https://indianexpress.com/article/sports/sport-others/sreeja-akula-india-table-tennis-paris-2024-olympics-9463919/ , https://images.indianexpress.com/2024/06/Akula-2.jpg?resize=450,253
ENG vs WI: Bowling his first over of the innings  the 34-year-old recorded every delivery over 90 miles per an hour and topped the charts at 96.5 mph with his fifth ball of the fastest recorded over by an Englishman at home.,https://indianexpress.com/article/sports/cricket/eng-vs-wi-mark-wood-fastest-test-over-england-bowler-90-miles-156-kmph-9463631/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-19T170016.977.jpg?resize=450,253
India vs Pakistan Asia Cup T20I 2024 Highlights: A combined bowling effort from India restricted Pakistan to 108 in the first innings after Pakistan skipper Nida Dar won the toss and opted to bowl first in good conditions to bat,https://indianexpress.com/article/sports/cricket/india-vs-pakistan-live-score-womens-asia-cup-t20-match-today-ind-vs-pak-latest-scorecard-updates-9463177/ , https://images.indianexpress.com/2024/07/india-women-cricket.jpg?resize=450,253
Yashasvi Jaiswal and Abhishek Sharma can be great T20I aggressors at the top in the Hayden-Gilchrist mould. But can accumulators Ruturaj Gaikwad & Shubman Gill push their case?,https://indianexpress.com/article/sports/cricket/stats-corner-numbers-say-jaiswal-abhishek-better-than-jaiswal-gill-in-t20s-9463085/ , https://images.indianexpress.com/2024/07/Abhishek-Gill-and-Jaiswal.jpg?resize=450,253
The scenically romantic Seine is where disgruntled protestors want to make a point  by defecating in it.,https://indianexpress.com/article/sports/sport-others/why-did-parisians-want-to-poop-in-river-seine-as-protest-9462690/ , https://images.indianexpress.com/2024/07/Seine-River-Paris-Olympics.jpg?resize=450,253
Defence is not Sehrawat's strong suit  but with amazing speed on the mat  upper body strength and an instinct to go on the offensive  India's only male wrestler at the Olympics will hope to fill big shoes.,https://indianexpress.com/article/sports/sport-others/how-a-timely-phone-call-from-sushil-kumar-cured-aman-sehrawats-indecisive-nature-on-the-mat-9462656/ , https://images.indianexpress.com/2024/07/Aman-Sehrawat.jpg?resize=450,253
It's a video that has irked many in the football community  including the France Football Association (FFF)  Argentina players can be heard singing: “They play for France  but their parents are from Angola. Their mother is from Cameroon  while their father is from Nigeria. But their passport says French.”,https://indianexpress.com/article/sports/football/lionel-messi-argentina-racism-chants-copa-america-2024-enzo-fernandez-rodrigo-de-paul-9462164/ , https://images.indianexpress.com/2024/06/Lionel-Messis-Argentina-will-be-looking-to-extend-thier-winning-streak-in-Co-Source_-X_@M30Xtra.jpg?resize=450,253
Gill assumes vice-captaincy in both formats  while Riyan Parag  Khaleel Ahmed get called up for both formats.,https://indianexpress.com/article/sports/cricket/explained-india-vs-sri-lanka-squad-suryakumar-yadav-riyan-parag-9462254/ , https://images.indianexpress.com/2024/07/Indian-cricket-squad-vs-SL-2024.jpg?resize=450,253
India start as favourites again but the gap among Asian teams in the women's game has been reducing significantly in recent times.,https://indianexpress.com/article/sports/cricket/women-asia-cup-2024-harmanpreet-kaur-india-vs-pakistan-9462170/ , https://images.indianexpress.com/2024/07/Womens-Asia-Cup-2024.jpg?resize=450,253
The pair had tied the knot in May 2020 and have a three-year old son  Agastya.,https://indianexpress.com/article/sports/cricket/hardik-pandya-natasa-stankovic-marriage-part-ways-9462077/ , https://images.indianexpress.com/2024/07/Pandya-and-Stankovic.jpg?resize=450,253
Sindhu  who won a silver at the 2016 Rio Olympics and a bronze at Tokyo 2020  is looking to complete the set with her best outing at the summer games yet.,https://indianexpress.com/article/sports/badminton/pv-sindhu-gold-olympics-paris-2024-9461926/ , https://images.indianexpress.com/2024/06/PV-sindhu-5_20240630034838.jpg?resize=450,253
Shubman Gill over KL Rahul as vice-captain in both white-ball formats spell out the road ahead for Indian cricket.,https://indianexpress.com/article/sports/cricket/suryakumar-yadav-india-captain-hardik-pandya-ind-vs-sl-squad-rohit-virat-9461963/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-17T082921.998.jpg?resize=450,253
India squad for Sri Lanka tour: The series will mark a first for Gautam Gambhir as India head coach as he takes over from Rahul Dravid who steered the team to the T20 World Cup triumph in the Caribbean last month,https://indianexpress.com/article/sports/cricket/india-squad-sri-lanka-odi-t20-teams-captains-hardik-pandya-kl-rahul-9455744/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-18T173119.758.jpg?resize=450,253
India vs Pakistan 2024  IND-W vs PAK-W Asia Cup T20 Live Streaming: The Indian Express looks at India vs Pakistan women's Asia cup livestreaming details.,https://indianexpress.com/article/sports/cricket/ind-vs-pak-2024-womens-asia-cup-t20-live-streaming-9461779/ , https://images.indianexpress.com/2024/07/indian-womens-team.jpg?resize=450,253
Team Head Coach Anmol Majumdar when took over the job would emphasize that fitness and fielding of players as the highest priority.,https://indianexpress.com/article/sports/cricket/anjum-chopra-demands-consistency-in-indian-womens-teams-fielding-off-day-has-to-be-rare-9461541/ , https://images.indianexpress.com/2024/07/ind-w.jpg?resize=450,253
ENG vs WI: England broke their own 30-year-record for the fastest recorded men's team Test fifty  reaching the 50-run mark in only 4.2 overs against West Indies at Trent Bridge on Thursday.,https://indianexpress.com/article/sports/cricket/england-record-fastest-team-test-fify-100-west-indies-bazball-9461305/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-18T161523.998.jpg?resize=450,253
Seniors agree to feature in ODIs after head coach Gautam Gambhir’s request; Shreyas set for recall,https://indianexpress.com/article/sports/cricket/suryakumar-yadav-india-t20i-captain-pips-hardik-pandya-rohit-replacement-9458021/ , https://images.indianexpress.com/2024/07/rohit-kohli-surya.jpg?resize=450,253
Pitches in Pakistan have been tilted in favour of batters which meant there have been too many draws in home conditions for The Men In Green,https://indianexpress.com/article/sports/cricket/pakistan-cricket-board-hires-australian-curator-to-improve-pitches-for-wtc-cycle-9461126/ , https://images.indianexpress.com/2024/07/pakistan-cricket-board.jpg?resize=450,253
New Zealand will play a three-match Test series against England in November-December as part of their World Test Championship cycle (WTC),https://indianexpress.com/article/sports/cricket/snubbed-from-ipl-pakistan-to-play-new-zealand-in-bilateral-series-during-ipl-2025-9460889/ , https://images.indianexpress.com/2024/07/pakistan-vs-nzl.jpg?resize=450,253
Deputies get to wear the captain's armband occasionally but might not have the aura to automatically command respect,https://indianexpress.com/article/sports/cricket/hardiks-demotion-vice-captaincy-a-fancy-designation-with-no-perks-power-or-immunity-9464688/ , https://images.indianexpress.com/2024/07/Hardik-Pandya-4.jpg?resize=450,253
After all round effort from bowlers  Mandhana and Shafali put on another commanding show at the top to give comprehensive win,https://indianexpress.com/article/sports/cricket/womens-asia-cup-india-stroll-to-a-comfortable-win-against-pakistan-to-kick-off-their-title-defence-9464321/ , https://images.indianexpress.com/2024/07/india-women-cricket.jpg?resize=450,253
As Neeraj Chopra makes a bid to win back the gold medal he won at Tokyo Olympics three years ago  a look at the throwers he will have to beat at Paris 2024.,https://indianexpress.com/article/sports/sport-others/neeraj-chopra-javelin-throw-2024-paris-olympics-biggest-rivals-9464236/ , https://images.indianexpress.com/2024/05/Neeraj-23.jpg?resize=450,253
In a free-wheeling chat with the Indian Express  the India all-rounder opens up about his moniker 'Nadiad ka Jayasuriya ' his different batting position  his bowling speeds in different formats and the Klaasen onslaught in the final.,https://indianexpress.com/article/sports/cricket/axar-patel-interview-t20-world-cup-pakistan-rahul-dravid-batting-ind-vs-sa-final-9464212/ , https://images.indianexpress.com/2024/06/Axar-Patel-2.jpg?resize=450,253
Shami  who snapped 24 wickets from seven matches at last year's ODI World Cup  has been out of cricketing action since the final against Australia - recovering from an Achilles heel injury.,https://indianexpress.com/article/sports/cricket/mohammed-shami-dream-india-2024-t20-world-cup-squad-9464097/ , https://images.indianexpress.com/2023/11/Shami-Rohit.jpg?resize=450,253
The turmoil surrounding the world champions has been in the aftermath of a live video posted by Enzo Fernandez on his Instagram in which the national team players can be heard singing a derogatory song.,https://indianexpress.com/article/sports/football/demba-ba-argentina-nazis-racist-song-copa-america-win-9463881/ , https://images.indianexpress.com/2024/07/Argentina-Copa-America-2024-win.jpg?resize=450,253
India's No 1 paddler found quality sparring with varying playing styles during her 12-day dawn-to-dusk training stint in  Chinese Taipei.,https://indianexpress.com/article/sports/sport-others/sreeja-akula-india-table-tennis-paris-2024-olympics-9463919/ , https://images.indianexpress.com/2024/06/Akula-2.jpg?resize=450,253
ENG vs WI: Bowling his first over of the innings  the 34-year-old recorded every delivery over 90 miles per an hour and topped the charts at 96.5 mph with his fifth ball of the fastest recorded over by an Englishman at home.,https://indianexpress.com/article/sports/cricket/eng-vs-wi-mark-wood-fastest-test-over-england-bowler-90-miles-156-kmph-9463631/ , https://images.indianexpress.com/2024/07/New-Project-2024-07-19T170016.977.jpg?resize=450,253
India vs Pakistan Asia Cup T20I 2024 Highlights: A combined bowling effort from India restricted Pakistan to 108 in the first innings after Pakistan skipper Nida Dar won the toss and opted to bowl first in good conditions to bat,https://indianexpress.com/article/sports/cricket/india-vs-pakistan-live-score-womens-asia-cup-t20-match-today-ind-vs-pak-latest-scorecard-updates-9463177/ , https://images.indianexpress.com/2024/07/india-women-cricket.jpg?resize=450,253
Yashasvi Jaiswal and Abhishek Sharma can be great T20I aggressors at the top in the Hayden-Gilchrist mould. But can accumulators Ruturaj Gaikwad & Shubman Gill push their case?,https://indianexpress.com/article/sports/cricket/stats-corner-numbers-say-jaiswal-abhishek-better-than-jaiswal-gill-in-t20s-9463085/ , https://images.indianexpress.com/2024/07/Abhishek-Gill-and-Jaiswal.jpg?resize=450,253
